TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server1_train_0_799,2,req_240945,ChatGPT
task_Server1_train_0_799,3,req_207581,ChatGPT
task_Server1_train_0_799,4,req_659914,ChatGPT
task_Server1_train_0_800,0,req_889250,GPT-4
task_Server1_train_0_800,1,req_379155,GPT-4
task_Server1_train_0_800,2,req_110919,ChatGPT
task_Server1_train_0_800,3,req_354108,GPT-4v
task_Server1_train_0_800,4,req_333922,ChatGPT
task_Server1_train_0_801,0,req_15983,GPT-4
task_Server1_train_0_801,1,req_1210963,GPT-4
task_Server1_train_0_801,2,req_1422772,ChatGPT
task_Server1_train_0_801,3,req_753048,ChatGPT
task_Server1_train_0_801,4,req_957545,GPT-4v
task_Server1_train_0_802,0,req_1309047,ChatGPT
task_Server1_train_0_802,1,req_1282920,GPT-4
task_Server1_train_0_802,2,req_522492,ChatGPT
task_Server1_train_0_802,3,req_647090,ChatGPT
task_Server1_train_0_802,4,req_1287800,GPT-4v
task_Server1_train_0_803,0,req_450412,GPT-4
task_Server1_train_0_803,1,req_314780,ChatGPT
task_Server1_train_0_803,2,req_500759,GPT-4v
task_Server1_train_0_803,3,req_809485,GPT-4v
task_Server1_train_0_803,4,req_478519,ChatGPT
task_Server1_train_0_804,0,req_952826,ChatGPT
task_Server1_train_0_804,1,req_244493,GPT-4v
task_Server1_train_0_804,2,req_67458,GPT-4v
task_Server1_train_0_804,3,req_582822,GPT-4v
task_Server1_train_0_804,4,req_688765,GPT-4v
task_Server1_train_0_805,0,req_887599,ChatGPT
task_Server1_train_0_805,1,req_217862,ChatGPT
task_Server1_train_0_805,2,req_513038,ChatGPT
task_Server1_train_0_805,3,req_1389072,GPT-4v
task_Server1_train_0_805,4,req_1392392,GPT-4v
task_Server1_train_0_806,0,req_1106596,ChatGPT
task_Server1_train_0_806,1,req_617587,GPT-4
task_Server1_train_0_806,2,req_938875,ChatGPT
task_Server1_train_0_806,3,req_189604,ChatGPT
task_Server1_train_0_806,4,req_1012724,ChatGPT
task_Server1_train_0_807,0,req_267380,GPT-4
task_Server1_train_0_807,1,req_431852,ChatGPT
task_Server1_train_0_807,2,req_1269863,ChatGPT
task_Server1_train_0_807,3,req_996317,GPT-4v
task_Server1_train_0_807,4,req_812521,ChatGPT
task_Server1_train_0_808,0,req_12652,ChatGPT
task_Server1_train_0_808,1,req_1142528,GPT-4
task_Server1_train_0_808,2,req_683720,GPT-4
task_Server1_train_0_808,3,req_676480,ChatGPT
task_Server1_train_0_808,4,req_200466,ChatGPT
task_Server1_train_0_809,0,req_1174584,GPT-4
task_Server1_train_0_809,1,req_864282,GPT-4
task_Server1_train_0_809,2,req_1280130,ChatGPT
task_Server1_train_0_809,3,req_526829,ChatGPT
task_Server1_train_0_809,4,req_958160,ChatGPT
task_Server1_train_0_810,0,req_1108181,ChatGPT
task_Server1_train_0_810,1,req_119955,ChatGPT
task_Server1_train_0_810,2,req_842093,GPT-4
task_Server1_train_0_810,3,req_283164,GPT-4
task_Server1_train_0_810,4,req_1046174,ChatGPT
task_Server1_train_0_811,0,req_739295,ChatGPT
task_Server1_train_0_811,1,req_1196428,GPT-4
task_Server1_train_0_811,2,req_1326618,ChatGPT
task_Server1_train_0_811,3,req_952682,ChatGPT
task_Server1_train_0_811,4,req_1292564,GPT-4v
task_Server1_train_0_812,0,req_768672,GPT-4
task_Server1_train_0_812,1,req_1336444,ChatGPT
task_Server1_train_0_812,2,req_398236,ChatGPT
task_Server1_train_0_812,3,req_912583,GPT-4v
task_Server1_train_0_812,4,req_674836,GPT-4v
task_Server1_train_0_813,0,req_1056758,ChatGPT
task_Server1_train_0_813,1,req_1355910,ChatGPT
task_Server1_train_0_813,2,req_116901,GPT-4v
task_Server1_train_0_813,3,req_602779,ChatGPT
task_Server1_train_0_813,4,req_1235883,ChatGPT
task_Server1_train_0_814,0,req_1020347,GPT-4
task_Server1_train_0_814,1,req_236902,ChatGPT
task_Server1_train_0_814,2,req_300377,GPT-4v
task_Server1_train_0_814,3,req_710034,ChatGPT
task_Server1_train_0_814,4,req_851046,GPT-4v
task_Server1_train_0_815,0,req_886127,GPT-4
task_Server1_train_0_815,1,req_196882,GPT-4v
task_Server1_train_0_815,2,req_97774,ChatGPT
task_Server1_train_0_815,3,req_1117767,GPT-4v
task_Server1_train_0_815,4,req_853130,GPT-4v
task_Server1_train_0_816,0,req_1390565,ChatGPT
task_Server1_train_0_816,1,req_1143630,GPT-4
task_Server1_train_0_816,2,req_1331810,ChatGPT
task_Server1_train_0_816,3,req_744223,GPT-4v
task_Server1_train_0_816,4,req_1180294,ChatGPT
task_Server1_train_0_817,0,req_340514,ChatGPT
task_Server1_train_0_817,1,req_1301641,GPT-4
task_Server1_train_0_817,2,req_766601,GPT-4
task_Server1_train_0_817,3,req_491112,ChatGPT
task_Server1_train_0_817,4,req_1085108,GPT-4v
task_Server1_train_0_818,0,req_334855,ChatGPT
task_Server1_train_0_818,1,req_988266,ChatGPT
task_Server1_train_0_818,2,req_740071,GPT-4v
task_Server1_train_0_818,3,req_797583,ChatGPT
task_Server1_train_0_818,4,req_1006196,ChatGPT
task_Server1_train_0_819,0,req_74909,ChatGPT
task_Server1_train_0_819,1,req_543978,ChatGPT
task_Server1_train_0_819,2,req_1231241,GPT-4
task_Server1_train_0_819,3,req_681504,GPT-4
task_Server1_train_0_819,4,req_703198,GPT-4v
task_Server1_train_0_820,0,req_257788,ChatGPT
task_Server1_train_0_820,1,req_195715,ChatGPT
task_Server1_train_0_820,2,req_100867,GPT-4v
task_Server1_train_0_820,3,req_589338,ChatGPT
task_Server1_train_0_820,4,req_604345,ChatGPT
task_Server1_train_0_821,0,req_616132,ChatGPT
task_Server1_train_0_821,1,req_937690,ChatGPT
task_Server1_train_0_821,2,req_729410,ChatGPT
task_Server1_train_0_821,3,req_1361533,ChatGPT
task_Server1_train_0_821,4,req_207899,ChatGPT
task_Server1_train_0_822,0,req_624686,GPT-4
task_Server1_train_0_822,1,req_874257,GPT-4
task_Server1_train_0_822,2,req_1236111,GPT-4v
task_Server1_train_0_822,3,req_534722,ChatGPT
task_Server1_train_0_822,4,req_551839,ChatGPT
task_Server1_train_0_823,0,req_754653,ChatGPT
task_Server1_train_0_823,1,req_1214389,GPT-4
task_Server1_train_0_823,2,req_645727,ChatGPT
task_Server1_train_0_823,3,req_1417267,ChatGPT
task_Server1_train_0_823,4,req_222944,ChatGPT
task_Server1_train_0_824,0,req_531613,GPT-4
task_Server1_train_0_824,1,req_163019,GPT-4v
task_Server1_train_0_824,2,req_1428131,ChatGPT
task_Server1_train_0_824,3,req_1074133,ChatGPT
task_Server1_train_0_824,4,req_611043,ChatGPT
task_Server1_train_0_825,0,req_1241836,GPT-4
task_Server1_train_0_825,1,req_586274,ChatGPT
task_Server1_train_0_825,2,req_271866,GPT-4
task_Server1_train_0_825,3,req_1222842,ChatGPT
task_Server1_train_0_825,4,req_1233432,ChatGPT
task_Server1_train_0_826,0,req_1348814,GPT-4
task_Server1_train_0_826,1,req_507479,GPT-4
task_Server1_train_0_826,2,req_1099552,GPT-4
task_Server1_train_0_826,3,req_1372674,GPT-4v
task_Server1_train_0_826,4,req_265850,GPT-4v
task_Server1_train_0_827,0,req_392133,ChatGPT
task_Server1_train_0_827,1,req_1208580,ChatGPT
task_Server1_train_0_827,2,req_303175,ChatGPT
task_Server1_train_0_827,3,req_713113,GPT-4v
task_Server1_train_0_827,4,req_588261,ChatGPT
task_Server1_train_0_828,0,req_362744,GPT-4
task_Server1_train_0_828,1,req_232197,ChatGPT
task_Server1_train_0_828,2,req_584222,GPT-4v
task_Server1_train_0_828,3,req_476352,ChatGPT
task_Server1_train_0_828,4,req_674017,GPT-4v
task_Server1_train_0_829,0,req_475732,ChatGPT
task_Server1_train_0_829,1,req_623885,GPT-4
task_Server1_train_0_829,2,req_375786,ChatGPT
task_Server1_train_0_829,3,req_1138744,ChatGPT
task_Server1_train_0_829,4,req_1280638,ChatGPT
task_Server1_train_0_830,0,req_1043638,ChatGPT
task_Server1_train_0_830,1,req_1171398,GPT-4
task_Server1_train_0_830,2,req_1301462,GPT-4
task_Server1_train_0_830,3,req_985759,ChatGPT
task_Server1_train_0_830,4,req_861077,GPT-4v
task_Server1_train_0_831,0,req_1149791,GPT-4
task_Server1_train_0_831,1,req_867117,ChatGPT
task_Server1_train_0_831,2,req_586616,ChatGPT
task_Server1_train_0_831,3,req_1426772,ChatGPT
task_Server1_train_0_831,4,req_967008,ChatGPT
task_Server1_train_0_832,0,req_1384288,ChatGPT
task_Server1_train_0_832,1,req_981558,ChatGPT
task_Server1_train_0_832,2,req_1417978,GPT-4v
task_Server1_train_0_832,3,req_897598,ChatGPT
task_Server1_train_0_832,4,req_107058,GPT-4v
task_Server1_train_0_833,0,req_560516,GPT-4
task_Server1_train_0_833,1,req_774081,ChatGPT
task_Server1_train_0_833,2,req_1063700,GPT-4
task_Server1_train_0_833,3,req_1351864,GPT-4v
task_Server1_train_0_833,4,req_437301,ChatGPT
task_Server1_train_0_834,0,req_763950,GPT-4
task_Server1_train_0_834,1,req_1086777,ChatGPT
task_Server1_train_0_834,2,req_897546,ChatGPT
task_Server1_train_0_834,3,req_537242,ChatGPT
task_Server1_train_0_834,4,req_152536,GPT-4v
task_Server1_train_0_835,0,req_791174,ChatGPT
task_Server1_train_0_835,1,req_182072,ChatGPT
task_Server1_train_0_835,2,req_805421,ChatGPT
task_Server1_train_0_835,3,req_604586,ChatGPT
task_Server1_train_0_835,4,req_342432,ChatGPT
task_Server1_train_0_836,0,req_1394326,ChatGPT
task_Server1_train_0_836,1,req_101461,ChatGPT
task_Server1_train_0_836,2,req_219092,GPT-4v
task_Server1_train_0_836,3,req_1043017,ChatGPT
task_Server1_train_0_836,4,req_357195,ChatGPT
task_Server1_train_0_837,0,req_32312,ChatGPT
task_Server1_train_0_837,1,req_695479,GPT-4
task_Server1_train_0_837,2,req_169351,ChatGPT
task_Server1_train_0_837,3,req_901636,GPT-4v
task_Server1_train_0_837,4,req_1252736,ChatGPT
task_Server1_train_0_838,0,req_704469,ChatGPT
task_Server1_train_0_838,1,req_396801,GPT-4
task_Server1_train_0_838,2,req_23952,ChatGPT
task_Server1_train_0_838,3,req_1183673,ChatGPT
task_Server1_train_0_838,4,req_1152479,ChatGPT
task_Server1_train_0_839,0,req_337564,ChatGPT
task_Server1_train_0_839,1,req_282395,GPT-4
task_Server1_train_0_839,2,req_696329,GPT-4
task_Server1_train_0_839,3,req_1112756,GPT-4v
task_Server1_train_0_839,4,req_1295076,GPT-4v
task_Server1_train_0_840,0,req_1264328,GPT-4
task_Server1_train_0_840,1,req_126806,ChatGPT
task_Server1_train_0_840,2,req_451603,ChatGPT
task_Server1_train_0_840,3,req_710415,GPT-4v
task_Server1_train_0_840,4,req_366529,ChatGPT
task_Server1_train_0_841,0,req_864230,GPT-4
task_Server1_train_0_841,1,req_1412621,ChatGPT
task_Server1_train_0_841,2,req_610260,ChatGPT
task_Server1_train_0_841,3,req_917935,ChatGPT
task_Server1_train_0_841,4,req_923335,GPT-4v
task_Server1_train_0_842,0,req_552478,GPT-4
task_Server1_train_0_842,1,req_109626,GPT-4v
task_Server1_train_0_842,2,req_259254,ChatGPT
task_Server1_train_0_842,3,req_125008,ChatGPT
task_Server1_train_0_842,4,req_1355319,ChatGPT
task_Server1_train_0_843,0,req_1369243,ChatGPT
task_Server1_train_0_843,1,req_691925,GPT-4
task_Server1_train_0_843,2,req_456991,GPT-4v
task_Server1_train_0_843,3,req_1316141,ChatGPT
task_Server1_train_0_843,4,req_1010718,GPT-4v
task_Server1_train_0_844,0,req_379079,ChatGPT
task_Server1_train_0_844,1,req_1191569,ChatGPT
task_Server1_train_0_844,2,req_939772,ChatGPT
task_Server1_train_0_844,3,req_287493,ChatGPT
task_Server1_train_0_844,4,req_1049276,ChatGPT
task_Server1_train_0_845,0,req_470455,GPT-4
task_Server1_train_0_845,1,req_1161861,ChatGPT
task_Server1_train_0_845,2,req_1014814,ChatGPT
task_Server1_train_0_845,3,req_1139502,GPT-4v
task_Server1_train_0_845,4,req_134377,GPT-4v
task_Server1_train_0_846,0,req_1339267,GPT-4
task_Server1_train_0_846,1,req_877157,ChatGPT
task_Server1_train_0_846,2,req_975812,ChatGPT
task_Server1_train_0_846,3,req_47698,ChatGPT
task_Server1_train_0_846,4,req_669691,GPT-4v
task_Server1_train_0_847,0,req_1070301,ChatGPT
task_Server1_train_0_847,1,req_623862,GPT-4
task_Server1_train_0_847,2,req_93474,ChatGPT
task_Server1_train_0_847,3,req_339231,GPT-4v
task_Server1_train_0_847,4,req_417157,GPT-4v
task_Server1_train_0_848,0,req_1349778,GPT-4
task_Server1_train_0_848,1,req_921179,ChatGPT
task_Server1_train_0_848,2,req_1208664,ChatGPT
task_Server1_train_0_848,3,req_1324566,GPT-4
task_Server1_train_0_848,4,req_1028696,GPT-4v
task_Server1_train_0_849,0,req_743963,GPT-4
task_Server1_train_0_849,1,req_839356,GPT-4
task_Server1_train_0_849,2,req_826453,GPT-4v
task_Server1_train_0_849,3,req_1396020,ChatGPT
task_Server1_train_0_849,4,req_1091151,ChatGPT
task_Server1_train_0_850,0,req_368136,GPT-4
task_Server1_train_0_850,1,req_1382321,ChatGPT
task_Server1_train_0_850,2,req_430259,ChatGPT
task_Server1_train_0_850,3,req_375722,GPT-4v
task_Server1_train_0_850,4,req_173570,ChatGPT
task_Server1_train_0_851,0,req_204331,ChatGPT
task_Server1_train_0_851,1,req_1342689,ChatGPT
task_Server1_train_0_851,2,req_462806,GPT-4
task_Server1_train_0_851,3,req_670036,ChatGPT
task_Server1_train_0_851,4,req_262259,GPT-4v
task_Server1_train_0_852,0,req_837907,GPT-4
task_Server1_train_0_852,1,req_799902,GPT-4v
task_Server1_train_0_852,2,req_682657,GPT-4v
task_Server1_train_0_852,3,req_531204,ChatGPT
task_Server1_train_0_852,4,req_477340,GPT-4v
task_Server1_train_0_853,0,req_421056,ChatGPT
task_Server1_train_0_853,1,req_1239971,GPT-4
task_Server1_train_0_853,2,req_378512,GPT-4
task_Server1_train_0_853,3,req_830829,GPT-4v
task_Server1_train_0_853,4,req_133856,ChatGPT
task_Server1_train_0_854,0,req_481172,GPT-4
task_Server1_train_0_854,1,req_447127,ChatGPT
task_Server1_train_0_854,2,req_1147005,GPT-4
task_Server1_train_0_854,3,req_49728,GPT-4v
task_Server1_train_0_854,4,req_16484,GPT-4v
task_Server1_train_0_855,0,req_872456,GPT-4
task_Server1_train_0_855,1,req_1250873,ChatGPT
task_Server1_train_0_855,2,req_1349172,GPT-4
task_Server1_train_0_855,3,req_499556,ChatGPT
task_Server1_train_0_855,4,req_225187,GPT-4v
task_Server1_train_0_856,0,req_628157,GPT-4
task_Server1_train_0_856,1,req_881890,GPT-4v
task_Server1_train_0_856,2,req_354603,ChatGPT
task_Server1_train_0_856,3,req_193850,GPT-4v
task_Server1_train_0_856,4,req_136884,GPT-4v
task_Server1_train_0_857,0,req_1048968,ChatGPT
task_Server1_train_0_857,1,req_447287,GPT-4
task_Server1_train_0_857,2,req_690839,ChatGPT
task_Server1_train_0_857,3,req_852807,ChatGPT
task_Server1_train_0_857,4,req_1000062,ChatGPT
task_Server1_train_0_858,0,req_528580,GPT-4
task_Server1_train_0_858,1,req_1326783,ChatGPT
task_Server1_train_0_858,2,req_1361479,ChatGPT
task_Server1_train_0_858,3,req_707513,ChatGPT
task_Server1_train_0_858,4,req_970349,GPT-4v
task_Server1_train_0_859,0,req_1227056,GPT-4
task_Server1_train_0_859,1,req_333453,ChatGPT
task_Server1_train_0_859,2,req_450075,GPT-4v
task_Server1_train_0_859,3,req_1386679,ChatGPT
task_Server1_train_0_859,4,req_813275,ChatGPT
task_Server1_train_0_860,0,req_1039179,ChatGPT
task_Server1_train_0_860,1,req_574122,ChatGPT
task_Server1_train_0_860,2,req_694560,GPT-4
task_Server1_train_0_860,3,req_166889,ChatGPT
task_Server1_train_0_860,4,req_879689,GPT-4v
task_Server1_train_0_861,0,req_1223905,GPT-4
task_Server1_train_0_861,1,req_151263,ChatGPT
task_Server1_train_0_861,2,req_1007187,GPT-4v
task_Server1_train_0_861,3,req_947210,GPT-4v
task_Server1_train_0_861,4,req_632446,ChatGPT
task_Server1_train_0_862,0,req_1136689,GPT-4
task_Server1_train_0_862,1,req_436426,ChatGPT
task_Server1_train_0_862,2,req_664318,GPT-4v
task_Server1_train_0_862,3,req_1251759,GPT-4v
task_Server1_train_0_862,4,req_1427691,GPT-4v
task_Server1_train_0_863,0,req_57896,ChatGPT
task_Server1_train_0_863,1,req_1214502,GPT-4
task_Server1_train_0_863,2,req_322781,ChatGPT
task_Server1_train_0_863,3,req_366721,GPT-4
task_Server1_train_0_863,4,req_1040637,GPT-4v
task_Server1_train_0_864,0,req_837803,GPT-4
task_Server1_train_0_864,1,req_516087,GPT-4
task_Server1_train_0_864,2,req_465102,ChatGPT
task_Server1_train_0_864,3,req_527565,ChatGPT
task_Server1_train_0_864,4,req_1233523,GPT-4v
task_Server1_train_0_865,0,req_1204982,ChatGPT
task_Server1_train_0_865,1,req_1288057,ChatGPT
task_Server1_train_0_865,2,req_197808,ChatGPT
task_Server1_train_0_865,3,req_1232584,GPT-4v
task_Server1_train_0_865,4,req_1045964,ChatGPT
task_Server1_train_0_866,0,req_1222283,GPT-4
task_Server1_train_0_866,1,req_1222334,GPT-4
task_Server1_train_0_866,2,req_1288372,ChatGPT
task_Server1_train_0_866,3,req_1257843,ChatGPT
task_Server1_train_0_866,4,req_675052,ChatGPT
task_Server1_train_0_867,0,req_1056060,ChatGPT
task_Server1_train_0_867,1,req_843057,GPT-4
task_Server1_train_0_867,2,req_336001,GPT-4v
task_Server1_train_0_867,3,req_1245121,GPT-4v
task_Server1_train_0_867,4,req_895444,ChatGPT
task_Server1_train_0_868,0,req_1144174,GPT-4
task_Server1_train_0_868,1,req_813126,GPT-4v
task_Server1_train_0_868,2,req_123654,ChatGPT
task_Server1_train_0_868,3,req_639977,GPT-4v
task_Server1_train_0_868,4,req_645057,GPT-4v
task_Server1_train_0_869,0,req_813619,ChatGPT
task_Server1_train_0_869,1,req_1299501,GPT-4
task_Server1_train_0_869,2,req_109549,ChatGPT
task_Server1_train_0_869,3,req_406533,ChatGPT
task_Server1_train_0_869,4,req_245667,ChatGPT
task_Server1_train_0_870,0,req_1295479,GPT-4
task_Server1_train_0_870,1,req_477307,GPT-4
task_Server1_train_0_870,2,req_124854,ChatGPT
task_Server1_train_0_870,3,req_1223551,GPT-4
task_Server1_train_0_870,4,req_603757,ChatGPT
task_Server1_train_0_871,0,req_1061605,ChatGPT
task_Server1_train_0_871,1,req_26104,GPT-4
task_Server1_train_0_871,2,req_1257293,ChatGPT
task_Server1_train_0_871,3,req_605204,ChatGPT
task_Server1_train_0_871,4,req_902358,ChatGPT
task_Server1_train_0_872,0,req_880049,GPT-4
task_Server1_train_0_872,1,req_1018609,GPT-4
task_Server1_train_0_872,2,req_769188,GPT-4
task_Server1_train_0_872,3,req_1002142,ChatGPT
task_Server1_train_0_872,4,req_1130320,ChatGPT
task_Server1_train_0_873,0,req_298936,ChatGPT
task_Server1_train_0_873,1,req_102595,ChatGPT
task_Server1_train_0_873,2,req_1175222,ChatGPT
task_Server1_train_0_873,3,req_299051,ChatGPT
task_Server1_train_0_873,4,req_412315,GPT-4v
task_Server1_train_0_874,0,req_618703,GPT-4
task_Server1_train_0_874,1,req_702706,GPT-4
task_Server1_train_0_874,2,req_107355,ChatGPT
task_Server1_train_0_874,3,req_1016018,GPT-4v
task_Server1_train_0_874,4,req_1325443,GPT-4v
task_Server1_train_0_875,0,req_1320692,GPT-4
task_Server1_train_0_875,1,req_1110255,ChatGPT
task_Server1_train_0_875,2,req_675978,ChatGPT
task_Server1_train_0_875,3,req_336191,ChatGPT
task_Server1_train_0_875,4,req_934445,GPT-4v
task_Server1_train_0_876,0,req_728562,ChatGPT
task_Server1_train_0_876,1,req_1025651,GPT-4
task_Server1_train_0_876,2,req_889600,GPT-4
task_Server1_train_0_876,3,req_420207,ChatGPT
task_Server1_train_0_876,4,req_940502,ChatGPT
task_Server1_train_0_877,0,req_349022,GPT-4
task_Server1_train_0_877,1,req_1227581,GPT-4
task_Server1_train_0_877,2,req_748569,GPT-4
task_Server1_train_0_877,3,req_1028021,GPT-4
task_Server1_train_0_877,4,req_283258,ChatGPT
task_Server1_train_0_878,0,req_938452,ChatGPT
task_Server1_train_0_878,1,req_1228916,GPT-4
task_Server1_train_0_878,2,req_624407,GPT-4
task_Server1_train_0_878,3,req_1317986,GPT-4
task_Server1_train_0_878,4,req_506409,GPT-4v
task_Server1_train_0_879,0,req_1283718,GPT-4
task_Server1_train_0_879,1,req_943235,ChatGPT
task_Server1_train_0_879,2,req_1266680,GPT-4
task_Server1_train_0_879,3,req_781766,GPT-4v
task_Server1_train_0_879,4,req_134282,ChatGPT
task_Server1_train_0_880,0,req_1376166,ChatGPT
task_Server1_train_0_880,1,req_1054919,GPT-4
task_Server1_train_0_880,2,req_544224,GPT-4
task_Server1_train_0_880,3,req_1225897,GPT-4v
task_Server1_train_0_880,4,req_413288,GPT-4v
task_Server1_train_0_881,0,req_673781,ChatGPT
task_Server1_train_0_881,1,req_1254113,ChatGPT
task_Server1_train_0_881,2,req_326170,ChatGPT
task_Server1_train_0_881,3,req_1026159,ChatGPT
task_Server1_train_0_881,4,req_520161,GPT-4v
task_Server1_train_0_882,0,req_1067023,GPT-4
task_Server1_train_0_882,1,req_775783,ChatGPT
task_Server1_train_0_882,2,req_636276,GPT-4v
task_Server1_train_0_882,3,req_171997,GPT-4v
task_Server1_train_0_882,4,req_295312,ChatGPT
task_Server1_train_0_883,0,req_681513,GPT-4
task_Server1_train_0_883,1,req_633637,ChatGPT
task_Server1_train_0_883,2,req_963953,ChatGPT
task_Server1_train_0_883,3,req_942098,ChatGPT
task_Server1_train_0_883,4,req_1249567,GPT-4v
task_Server1_train_0_884,0,req_860064,ChatGPT
task_Server1_train_0_884,1,req_1054025,GPT-4
task_Server1_train_0_884,2,req_826880,GPT-4v
task_Server1_train_0_884,3,req_834232,GPT-4v
task_Server1_train_0_884,4,req_99939,GPT-4v
task_Server1_train_0_885,0,req_1211959,GPT-4
task_Server1_train_0_885,1,req_228803,ChatGPT
task_Server1_train_0_885,2,req_1006036,ChatGPT
task_Server1_train_0_885,3,req_1191610,GPT-4v
task_Server1_train_0_885,4,req_756926,ChatGPT
task_Server1_train_0_886,0,req_215665,ChatGPT
task_Server1_train_0_886,1,req_23814,GPT-4
task_Server1_train_0_886,2,req_13645,ChatGPT
task_Server1_train_0_886,3,req_594772,GPT-4v
task_Server1_train_0_886,4,req_1168112,GPT-4v
task_Server1_train_0_887,0,req_1313340,ChatGPT
task_Server1_train_0_887,1,req_1363475,ChatGPT
task_Server1_train_0_887,2,req_1099548,GPT-4
task_Server1_train_0_887,3,req_1306659,GPT-4v
task_Server1_train_0_887,4,req_677216,ChatGPT
task_Server1_train_0_888,0,req_838724,GPT-4
task_Server1_train_0_888,1,req_974492,ChatGPT
task_Server1_train_0_888,2,req_620858,GPT-4
task_Server1_train_0_888,3,req_818932,ChatGPT
task_Server1_train_0_888,4,req_283956,ChatGPT
task_Server1_train_0_889,0,req_340080,ChatGPT
task_Server1_train_0_889,1,req_514039,GPT-4
task_Server1_train_0_889,2,req_1223188,GPT-4
task_Server1_train_0_889,3,req_299814,GPT-4v
task_Server1_train_0_889,4,req_156821,ChatGPT
task_Server1_train_0_890,0,req_291429,ChatGPT
task_Server1_train_0_890,1,req_500581,ChatGPT
task_Server1_train_0_890,2,req_447774,ChatGPT
task_Server1_train_0_890,3,req_654263,GPT-4v
task_Server1_train_0_890,4,req_884173,GPT-4v
task_Server1_train_0_891,0,req_1223926,GPT-4
task_Server1_train_0_891,1,req_130804,GPT-4v
task_Server1_train_0_891,2,req_992167,GPT-4v
task_Server1_train_0_891,3,req_791932,GPT-4v
task_Server1_train_0_891,4,req_1040833,GPT-4v
task_Server1_train_0_892,0,req_1380700,ChatGPT
task_Server1_train_0_892,1,req_110858,ChatGPT
task_Server1_train_0_892,2,req_1064906,GPT-4
task_Server1_train_0_892,3,req_43381,ChatGPT
task_Server1_train_0_892,4,req_409382,ChatGPT
task_Server1_train_0_893,0,req_1017564,GPT-4
task_Server1_train_0_893,1,req_462652,GPT-4
task_Server1_train_0_893,2,req_1221089,GPT-4
task_Server1_train_0_893,3,req_378696,GPT-4
task_Server1_train_0_893,4,req_394420,GPT-4v
task_Server1_train_0_894,0,req_743560,ChatGPT
task_Server1_train_0_894,1,req_420851,GPT-4v
task_Server1_train_0_894,2,req_349750,GPT-4v
task_Server1_train_0_894,3,req_1092536,ChatGPT
task_Server1_train_0_894,4,req_731274,GPT-4v
task_Server1_train_0_895,0,req_1020010,GPT-4
task_Server1_train_0_895,1,req_701370,GPT-4
task_Server1_train_0_895,2,req_720337,ChatGPT
task_Server1_train_0_895,3,req_1209837,GPT-4
task_Server1_train_0_895,4,req_371578,GPT-4v
task_Server1_train_0_896,0,req_136335,ChatGPT
task_Server1_train_0_896,1,req_1219588,GPT-4
task_Server1_train_0_896,2,req_381429,ChatGPT
task_Server1_train_0_896,3,req_417068,GPT-4
task_Server1_train_0_896,4,req_272502,ChatGPT
task_Server1_train_0_897,0,req_546088,GPT-4
task_Server1_train_0_897,1,req_527150,GPT-4v
task_Server1_train_0_897,2,req_1351831,ChatGPT
task_Server1_train_0_897,3,req_253946,GPT-4v
task_Server1_train_0_897,4,req_599292,GPT-4v
task_Server1_train_0_898,0,req_227047,ChatGPT
task_Server1_train_0_898,1,req_991628,ChatGPT
task_Server1_train_0_898,2,req_1198993,GPT-4
task_Server1_train_0_898,3,req_450707,GPT-4
task_Server1_train_0_898,4,req_186931,GPT-4v
task_Server1_train_0_899,0,req_489495,ChatGPT
task_Server1_train_0_899,1,req_1228034,GPT-4v
task_Server1_train_0_899,2,req_144215,GPT-4v
task_Server1_train_0_899,3,req_1197175,ChatGPT
task_Server1_train_0_899,4,req_281686,ChatGPT
task_Server1_train_0_900,0,req_111788,ChatGPT
task_Server1_train_0_900,1,req_1307655,GPT-4
task_Server1_train_0_900,2,req_994137,GPT-4v
task_Server1_train_0_900,3,req_596884,ChatGPT
task_Server1_train_0_900,4,req_349435,GPT-4v
task_Server1_train_0_901,0,req_57424,ChatGPT
task_Server1_train_0_901,1,req_801114,GPT-4v
task_Server1_train_0_901,2,req_669417,ChatGPT
task_Server1_train_0_901,3,req_272680,GPT-4v
task_Server1_train_0_901,4,req_342990,GPT-4v
task_Server1_train_0_902,0,req_1338227,GPT-4
task_Server1_train_0_902,1,req_1142980,GPT-4
task_Server1_train_0_902,2,req_519655,ChatGPT
task_Server1_train_0_902,3,req_1315438,GPT-4v
task_Server1_train_0_902,4,req_156104,ChatGPT
task_Server1_train_0_903,0,req_1302602,ChatGPT
task_Server1_train_0_903,1,req_199627,ChatGPT
task_Server1_train_0_903,2,req_818927,ChatGPT
task_Server1_train_0_903,3,req_619550,GPT-4
task_Server1_train_0_903,4,req_191774,GPT-4v
task_Server1_train_0_904,0,req_1187660,ChatGPT
task_Server1_train_0_904,1,req_913344,GPT-4v
task_Server1_train_0_904,2,req_1046210,GPT-4v
task_Server1_train_0_904,3,req_182120,GPT-4v
task_Server1_train_0_904,4,req_431686,GPT-4v
task_Server1_train_0_905,0,req_279182,ChatGPT
task_Server1_train_0_905,1,req_391456,ChatGPT
task_Server1_train_0_905,2,req_1225706,GPT-4
task_Server1_train_0_905,3,req_1137483,GPT-4
task_Server1_train_0_905,4,req_1025967,GPT-4v
task_Server1_train_0_906,0,req_1286467,GPT-4
task_Server1_train_0_906,1,req_1306351,GPT-4v
