TaskID,Split,TaskLongitude,TaskLatitude,TaskSize,RequiredModelTypes
task_Server3_train_2_855,train,6.90070749391011,49.28671692116848,92,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_856,train,6.899646543579875,49.289941352521296,244,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_857,train,6.9007157467231055,49.286395385856,358,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_858,train,6.904174801811443,49.29044775599653,156,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_859,train,6.905673827458565,49.28274473167914,316,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_860,train,7.6518078387811155,50.25553735711858,172,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_861,train,7.652463189826841,50.25331427798394,447,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_862,train,7.656712786298151,50.25876334023804,205,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_863,train,7.654836514924395,50.25890823997197,454,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_864,train,7.655193711265957,50.25929873846673,375,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_865,train,7.874582360618053,48.02889158131783,525,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_866,train,7.871167834365865,48.03204715074218,512,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_867,train,7.869440347719608,48.03321045209661,60,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_868,train,7.87655437842499,48.03556384937789,503,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_869,train,7.8715560688433674,48.02933303511263,423,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_870,train,10.886416276999345,52.25802164090407,291,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_871,train,10.883798087135748,52.26605617311142,162,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_872,train,10.883410017147629,52.26415094012183,507,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_873,train,10.8850175993634,52.26317025451425,318,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_874,train,10.888843067616918,52.26175151534326,127,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_875,train,13.21761172855657,54.27801619335109,416,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_876,train,13.213818172547425,54.27961154028255,381,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_877,train,13.217104248214122,54.27774348025141,505,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_878,train,13.21183359216799,54.27278933807908,264,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_879,train,13.213643786319402,54.27675705971575,295,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_880,train,13.952917183658416,51.73181152079951,67,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_881,train,13.95857378220856,51.730226263100526,459,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_882,train,13.959227844688007,51.73403188496918,468,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_883,train,13.95657629518697,51.736693611003275,248,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_884,train,13.952657906933682,51.73320275480188,295,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_885,train,9.24749960766891,49.26728623706936,440,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_886,train,9.250045203635809,49.267813772911445,319,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_887,train,9.246918358767516,49.26751043709385,258,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_888,train,9.254872718949505,49.265794268980756,161,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_889,train,9.253800235442794,49.26109882733555,53,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_890,train,10.565499686436034,53.82682525678161,282,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_891,train,10.563008901127759,53.825502341119815,259,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_892,train,10.56827097883846,53.81927339175096,50,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_893,train,10.568809186269732,53.82337472477312,416,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_894,train,10.567514501381956,53.82873292091987,502,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_895,train,11.841088792873514,48.36610183918024,258,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_896,train,11.841762320313963,48.3678318468074,385,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_897,train,11.843504826212028,48.36949321442786,151,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_898,train,11.844759590271595,48.371522617450744,332,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_899,train,11.845009471609508,48.36713323402369,52,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_900,train,14.263907594149208,51.48739647136201,104,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_901,train,14.25884904431754,51.48556951621921,111,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_902,train,14.25822107432744,51.48510508743644,444,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_903,train,14.26389366384162,51.48575840828469,167,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_904,train,14.264903853328935,51.48270432945563,344,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_905,train,11.32438802028861,53.392783648911525,107,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_906,train,11.324604010701089,53.39378903297456,351,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_907,train,11.333300475842686,53.39571110630876,387,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_908,train,11.332088927544442,53.39631026129759,467,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_909,train,11.330347768267487,53.39625483741828,238,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_910,train,9.265480047739144,47.82736624354788,188,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_911,train,9.260013020033359,47.832253982487025,281,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_912,train,9.263377432307003,47.82563320972558,46,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_913,train,9.260810251347236,47.8264849451909,369,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_914,train,9.264766144925304,47.82776576571282,465,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_915,train,10.84460247088213,52.26525114148482,169,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_916,train,10.844924584145497,52.26084519606513,135,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_917,train,10.848723363827558,52.26414493219248,458,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_918,train,10.84238906155819,52.26516380561537,23,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_919,train,10.846394906222981,52.263198942514535,156,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_920,train,9.773217190418595,47.811659993031434,396,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_921,train,9.776947251371467,47.810076648745074,268,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_922,train,9.78192861509793,47.81473793430853,327,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_923,train,9.78126555050606,47.808617230543064,124,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_924,train,9.777159683418157,47.80791286206119,232,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_925,train,9.919853240775279,54.41506810356231,558,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_926,train,9.915563684959253,54.41351371297428,133,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_927,train,9.920643375968469,54.41150937116212,244,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_928,train,9.915989227781166,54.41312589743392,48,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_929,train,9.92347906370754,54.4162511423883,344,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_930,train,12.166750314746828,54.08447156413499,378,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_931,train,12.17178922932865,54.08657284209041,31,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_932,train,12.172906147680195,54.0870521547911,173,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_933,train,12.163803366430846,54.08686026756538,234,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_934,train,12.166304179303403,54.082883269664826,24,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_935,train,10.913374439703702,48.52444661846006,36,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_936,train,10.913773011344414,48.52229055028101,468,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_937,train,10.916797198471462,48.51744437114603,376,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_938,train,10.916509669440458,48.51596495431497,515,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_939,train,10.91622952335002,48.52194191115109,209,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_940,train,8.866503138350653,52.14640665562867,380,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_941,train,8.86807850499936,52.14609318507874,386,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_942,train,8.868166699797944,52.14751461094347,244,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_943,train,8.868630943083327,52.14359581617567,103,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_944,train,8.867464188677554,52.14765797028951,427,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_945,train,12.451179482029142,50.697605862617344,78,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_946,train,12.449740213300686,50.70168376857332,79,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_947,train,12.456375567335611,50.69676030212384,167,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_948,train,12.456432069427827,50.693840878665725,471,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_949,train,12.447759032168149,50.69940491286887,60,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_950,train,10.385510095815807,51.6659472814089,277,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_951,train,10.392717147355349,51.66682949802598,473,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_952,train,10.387946871750636,51.66046045144302,366,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_953,train,10.391821657614697,51.66751725505503,230,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_954,train,10.39304423344498,51.663126325349936,402,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_955,train,8.59200934805963,47.961204092730114,430,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_956,train,8.591082799945825,47.95579764836639,425,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_957,train,8.586761959932918,47.95343522272868,303,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_958,train,8.586968825505062,47.95718605559031,350,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_959,train,8.591878841371393,47.962210162869205,529,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_960,train,10.900378190949146,49.91905898500407,370,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_961,train,10.89686823371588,49.923212779373834,224,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_962,train,10.89948483727933,49.91720335013978,94,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_963,train,10.89644329209528,49.92250863853666,30,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_964,train,10.897551861142077,49.924373539267926,277,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_965,train,6.226972590871637,50.785116572237214,230,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_966,train,6.224878548434295,50.792872359076206,12,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_967,train,6.225848565952312,50.787213421654975,552,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_968,train,6.223227381288093,50.79270032390635,65,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_969,train,6.224646166180382,50.787733806281864,219,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_970,train,6.977494630462457,49.3440836572493,214,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_971,train,6.971252737434708,49.34310442876277,312,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_972,train,6.971160663547429,49.34691831972554,434,"[""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_973,train,6.974753674616536,49.3401219211401,200,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_974,train,6.970910765966274,49.34224119213763,392,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_975,train,12.322326934305215,54.09390256659873,440,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_976,train,12.325367587789529,54.090037763723046,252,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_977,train,12.32591025335432,54.09962457347366,201,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_978,train,12.319885944033759,54.094281840469556,490,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_979,train,12.325170580717304,54.09648838585692,348,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_980,train,10.830785031011025,48.539227601299125,493,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_981,train,10.833562241933166,48.54468427548974,26,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v""]"
task_Server3_train_2_982,train,10.83009503575754,48.54194765247438,99,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_983,train,10.832694268609668,48.54286862163598,61,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_984,train,10.830355721903722,48.541131255565155,160,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_985,train,12.43875219509413,50.590472670726975,432,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_986,train,12.436015270195822,50.58742434841936,255,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_987,train,12.434862199590961,50.585982537062634,264,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_2_988,train,12.43620022881668,50.590043472053765,53,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_989,train,12.437099252311432,50.58480966807762,113,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_990,train,12.487503951986847,51.247959410108265,111,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_991,train,12.48494462308078,51.25197416286548,403,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_992,train,12.486964505067203,51.247639210146566,252,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_2_993,train,12.484795309436715,51.255587193476956,431,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_994,train,12.480475438467723,51.24826804302347,465,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_995,train,7.927147300164841,51.55320150571053,371,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_996,train,7.92916621196992,51.5559197171043,175,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_2_997,train,7.9260872851923745,51.552901308443005,137,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_2_998,train,7.921805921655544,51.55976331401963,36,"[""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_2_999,train,7.922366736780631,51.56005651570194,217,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_3_0,train,12.112670118720114,47.782531877431396,449,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_3_1,train,12.11045171367343,47.784322612067385,1,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_3_2,train,12.116099024479222,47.786800914629644,97,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_3_3,train,12.115721633292868,47.7794006957689,400,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_3_4,train,12.11130246122402,47.7857318997336,311,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_5,train,8.467142019575741,47.90904830067673,177,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_3_6,train,8.473221244828961,47.912430418354106,380,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_3_7,train,8.466617295360475,47.90878902299647,417,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_3_8,train,8.470664679092968,47.91152197070925,58,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_3_9,train,8.468881193666052,47.90674559573745,53,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_10,train,9.651035693534396,52.413939986172025,220,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_3_11,train,9.650241585163464,52.407266240833316,313,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_12,train,9.646465893288777,52.41413757266751,29,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_13,train,9.653467701446658,52.40958611155999,73,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_3_14,train,9.65319025797395,52.41393921753792,37,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_15,train,7.663388864077877,53.71499337277178,9,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_3_16,train,7.667366270232011,53.71931470223469,335,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_3_17,train,7.665577535624153,53.71877474548475,219,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_3_18,train,7.663234354960208,53.71959041457849,401,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_3_19,train,7.664845499780301,53.72113411464005,255,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_3_20,train,10.110028665261169,49.034225657426795,265,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
